,breed,animal_type,Date,ave_hsIncome,breed_cumsum
959,Chihuahua_Longhair_Mix,Dog,01-15,0.0,0.0
1026,Chihuahua_Longhair_Mix,Dog,01-16,0.0,0.0
1093,Chihuahua_Longhair_Mix,Dog,01-17,0.0,0.0
1160,Chihuahua_Longhair_Mix,Dog,01-19,0.0,0.0
1227,Chihuahua_Longhair_Mix,Dog,01-20,0.0,0.0
1294,Chihuahua_Longhair_Mix,Dog,01-21,0.0,0.0
1361,Chihuahua_Longhair_Mix,Dog,01-22,0.0,0.0
1428,Chihuahua_Longhair_Mix,Dog,01-23,0.0,0.0
1495,Chihuahua_Longhair_Mix,Dog,01-24,0.0,0.0
1562,Chihuahua_Longhair_Mix,Dog,01-25,0.0,0.0
1629,Chihuahua_Longhair_Mix,Dog,01-26,0.0,0.0
1696,Chihuahua_Longhair_Mix,Dog,01-27,0.0,0.0
1763,Chihuahua_Longhair_Mix,Dog,01-28,0.0,0.0
1830,Chihuahua_Longhair_Mix,Dog,01-29,0.0,0.0
1897,Chihuahua_Longhair_Mix,Dog,01-30,0.0,0.0
1964,Chihuahua_Longhair_Mix,Dog,01-31,0.0,0.0
2031,Chihuahua_Longhair_Mix,Dog,02-01,0.0,0.0
2098,Chihuahua_Longhair_Mix,Dog,02-02,0.0,0.0
2165,Chihuahua_Longhair_Mix,Dog,02-03,0.0,0.0
2232,Chihuahua_Longhair_Mix,Dog,02-04,0.0,0.0
2299,Chihuahua_Longhair_Mix,Dog,02-05,0.0,0.0
2366,Chihuahua_Longhair_Mix,Dog,02-06,0.0,0.0
2433,Chihuahua_Longhair_Mix,Dog,02-07,0.0,0.0
2500,Chihuahua_Longhair_Mix,Dog,02-08,0.0,0.0
2567,Chihuahua_Longhair_Mix,Dog,02-09,0.0,0.0
2634,Chihuahua_Longhair_Mix,Dog,02-10,0.0,0.0
2701,Chihuahua_Longhair_Mix,Dog,02-11,0.0,0.0
2768,Chihuahua_Longhair_Mix,Dog,02-12,0.0,0.0
2835,Chihuahua_Longhair_Mix,Dog,02-13,0.0,0.0
2902,Chihuahua_Longhair_Mix,Dog,02-14,0.0,0.0
2969,Chihuahua_Longhair_Mix,Dog,02-15,0.0,0.0
3036,Chihuahua_Longhair_Mix,Dog,02-16,0.0,0.0
3103,Chihuahua_Longhair_Mix,Dog,02-17,0.0,0.0
3170,Chihuahua_Longhair_Mix,Dog,02-18,0.0,0.0
3237,Chihuahua_Longhair_Mix,Dog,02-19,0.0,0.0
3304,Chihuahua_Longhair_Mix,Dog,02-20,0.0,0.0
3371,Chihuahua_Longhair_Mix,Dog,02-21,0.0,0.0
3438,Chihuahua_Longhair_Mix,Dog,02-22,0.0,0.0
3505,Chihuahua_Longhair_Mix,Dog,02-23,0.0,0.0
3572,Chihuahua_Longhair_Mix,Dog,02-24,23348.0,2.0
3639,Chihuahua_Longhair_Mix,Dog,02-25,0.0,0.0
3706,Chihuahua_Longhair_Mix,Dog,02-26,0.0,0.0
3773,Chihuahua_Longhair_Mix,Dog,02-27,0.0,0.0
3840,Chihuahua_Longhair_Mix,Dog,03-01,0.0,0.0
3907,Chihuahua_Longhair_Mix,Dog,03-02,0.0,0.0
3974,Chihuahua_Longhair_Mix,Dog,03-03,0.0,0.0
4041,Chihuahua_Longhair_Mix,Dog,03-07,0.0,0.0
4108,Chihuahua_Longhair_Mix,Dog,03-30,0.0,0.0
22,Chihuahua_Shorthair,Dog,01-01,0.0,0.0
89,Chihuahua_Shorthair,Dog,01-02,0.0,0.0
156,Chihuahua_Shorthair,Dog,01-03,0.0,0.0
223,Chihuahua_Shorthair,Dog,01-04,0.0,0.0
290,Chihuahua_Shorthair,Dog,01-05,0.0,0.0
357,Chihuahua_Shorthair,Dog,01-06,0.0,0.0
424,Chihuahua_Shorthair,Dog,01-07,0.0,0.0
491,Chihuahua_Shorthair,Dog,01-08,30207.0,1.0
558,Chihuahua_Shorthair,Dog,01-09,0.0,0.0
625,Chihuahua_Shorthair,Dog,01-10,0.0,0.0
692,Chihuahua_Shorthair,Dog,01-11,0.0,0.0
759,Chihuahua_Shorthair,Dog,01-12,0.0,0.0
826,Chihuahua_Shorthair,Dog,01-13,0.0,0.0
893,Chihuahua_Shorthair,Dog,01-14,0.0,0.0
960,Chihuahua_Shorthair,Dog,01-15,0.0,0.0
1027,Chihuahua_Shorthair,Dog,01-16,0.0,0.0
1094,Chihuahua_Shorthair,Dog,01-17,0.0,0.0
1161,Chihuahua_Shorthair,Dog,01-19,0.0,0.0
1228,Chihuahua_Shorthair,Dog,01-20,0.0,0.0
1295,Chihuahua_Shorthair,Dog,01-21,0.0,0.0
1362,Chihuahua_Shorthair,Dog,01-22,0.0,0.0
1429,Chihuahua_Shorthair,Dog,01-23,0.0,0.0
1496,Chihuahua_Shorthair,Dog,01-24,0.0,0.0
1563,Chihuahua_Shorthair,Dog,01-25,0.0,0.0
1630,Chihuahua_Shorthair,Dog,01-26,0.0,0.0
1697,Chihuahua_Shorthair,Dog,01-27,0.0,0.0
1764,Chihuahua_Shorthair,Dog,01-28,0.0,0.0
1831,Chihuahua_Shorthair,Dog,01-29,0.0,0.0
1898,Chihuahua_Shorthair,Dog,01-30,0.0,0.0
1965,Chihuahua_Shorthair,Dog,01-31,0.0,0.0
2032,Chihuahua_Shorthair,Dog,02-01,0.0,0.0
2099,Chihuahua_Shorthair,Dog,02-02,0.0,0.0
2166,Chihuahua_Shorthair,Dog,02-03,0.0,0.0
2233,Chihuahua_Shorthair,Dog,02-04,0.0,0.0
2300,Chihuahua_Shorthair,Dog,02-05,0.0,0.0
2367,Chihuahua_Shorthair,Dog,02-06,0.0,0.0
2434,Chihuahua_Shorthair,Dog,02-07,0.0,0.0
2501,Chihuahua_Shorthair,Dog,02-08,0.0,0.0
2568,Chihuahua_Shorthair,Dog,02-09,0.0,0.0
2635,Chihuahua_Shorthair,Dog,02-10,0.0,0.0
2702,Chihuahua_Shorthair,Dog,02-11,0.0,0.0
2769,Chihuahua_Shorthair,Dog,02-12,0.0,0.0
2836,Chihuahua_Shorthair,Dog,02-13,0.0,0.0
2903,Chihuahua_Shorthair,Dog,02-14,0.0,0.0
2970,Chihuahua_Shorthair,Dog,02-15,0.0,0.0
3037,Chihuahua_Shorthair,Dog,02-16,0.0,0.0
3104,Chihuahua_Shorthair,Dog,02-17,0.0,0.0
3171,Chihuahua_Shorthair,Dog,02-18,0.0,0.0
3238,Chihuahua_Shorthair,Dog,02-19,0.0,0.0
3305,Chihuahua_Shorthair,Dog,02-20,0.0,0.0
3372,Chihuahua_Shorthair,Dog,02-21,0.0,0.0
3439,Chihuahua_Shorthair,Dog,02-22,0.0,0.0
3506,Chihuahua_Shorthair,Dog,02-23,0.0,0.0
3573,Chihuahua_Shorthair,Dog,02-24,0.0,0.0
3640,Chihuahua_Shorthair,Dog,02-25,0.0,0.0
3707,Chihuahua_Shorthair,Dog,02-26,0.0,0.0
3774,Chihuahua_Shorthair,Dog,02-27,0.0,0.0
3841,Chihuahua_Shorthair,Dog,03-01,0.0,0.0
3908,Chihuahua_Shorthair,Dog,03-02,0.0,0.0
3975,Chihuahua_Shorthair,Dog,03-03,0.0,0.0
4042,Chihuahua_Shorthair,Dog,03-07,0.0,0.0
4109,Chihuahua_Shorthair,Dog,03-30,0.0,0.0
23,Chihuahua_Shorthair/Dachshund,Dog,01-01,0.0,0.0
90,Chihuahua_Shorthair/Dachshund,Dog,01-02,0.0,0.0
157,Chihuahua_Shorthair/Dachshund,Dog,01-03,0.0,0.0
224,Chihuahua_Shorthair/Dachshund,Dog,01-04,0.0,0.0
291,Chihuahua_Shorthair/Dachshund,Dog,01-05,0.0,0.0
358,Chihuahua_Shorthair/Dachshund,Dog,01-06,0.0,0.0
425,Chihuahua_Shorthair/Dachshund,Dog,01-07,0.0,0.0
492,Chihuahua_Shorthair/Dachshund,Dog,01-08,0.0,0.0
559,Chihuahua_Shorthair/Dachshund,Dog,01-09,0.0,0.0
626,Chihuahua_Shorthair/Dachshund,Dog,01-10,0.0,0.0
693,Chihuahua_Shorthair/Dachshund,Dog,01-11,0.0,0.0
760,Chihuahua_Shorthair/Dachshund,Dog,01-12,0.0,0.0
827,Chihuahua_Shorthair/Dachshund,Dog,01-13,0.0,0.0
894,Chihuahua_Shorthair/Dachshund,Dog,01-14,0.0,0.0
961,Chihuahua_Shorthair/Dachshund,Dog,01-15,0.0,0.0
1028,Chihuahua_Shorthair/Dachshund,Dog,01-16,0.0,0.0
1095,Chihuahua_Shorthair/Dachshund,Dog,01-17,0.0,0.0
1162,Chihuahua_Shorthair/Dachshund,Dog,01-19,0.0,0.0
1229,Chihuahua_Shorthair/Dachshund,Dog,01-20,0.0,0.0
1296,Chihuahua_Shorthair/Dachshund,Dog,01-21,0.0,0.0
1363,Chihuahua_Shorthair/Dachshund,Dog,01-22,0.0,0.0
1430,Chihuahua_Shorthair/Dachshund,Dog,01-23,0.0,0.0
1497,Chihuahua_Shorthair/Dachshund,Dog,01-24,0.0,0.0
1564,Chihuahua_Shorthair/Dachshund,Dog,01-25,0.0,0.0
1631,Chihuahua_Shorthair/Dachshund,Dog,01-26,0.0,0.0
1698,Chihuahua_Shorthair/Dachshund,Dog,01-27,0.0,0.0
1765,Chihuahua_Shorthair/Dachshund,Dog,01-28,0.0,0.0
1832,Chihuahua_Shorthair/Dachshund,Dog,01-29,0.0,0.0
1899,Chihuahua_Shorthair/Dachshund,Dog,01-30,0.0,0.0
1966,Chihuahua_Shorthair/Dachshund,Dog,01-31,0.0,0.0
2033,Chihuahua_Shorthair/Dachshund,Dog,02-01,0.0,0.0
2100,Chihuahua_Shorthair/Dachshund,Dog,02-02,0.0,0.0
2167,Chihuahua_Shorthair/Dachshund,Dog,02-03,0.0,0.0
2234,Chihuahua_Shorthair/Dachshund,Dog,02-04,0.0,0.0
2301,Chihuahua_Shorthair/Dachshund,Dog,02-05,0.0,0.0
2368,Chihuahua_Shorthair/Dachshund,Dog,02-06,0.0,0.0
2435,Chihuahua_Shorthair/Dachshund,Dog,02-07,0.0,0.0
2502,Chihuahua_Shorthair/Dachshund,Dog,02-08,0.0,0.0
2569,Chihuahua_Shorthair/Dachshund,Dog,02-09,0.0,0.0
2636,Chihuahua_Shorthair/Dachshund,Dog,02-10,0.0,0.0
2703,Chihuahua_Shorthair/Dachshund,Dog,02-11,0.0,0.0
2770,Chihuahua_Shorthair/Dachshund,Dog,02-12,0.0,0.0
2837,Chihuahua_Shorthair/Dachshund,Dog,02-13,0.0,0.0
2904,Chihuahua_Shorthair/Dachshund,Dog,02-14,0.0,0.0
2971,Chihuahua_Shorthair/Dachshund,Dog,02-15,0.0,0.0
3038,Chihuahua_Shorthair/Dachshund,Dog,02-16,25369.0,1.0
3105,Chihuahua_Shorthair/Dachshund,Dog,02-17,0.0,0.0
3172,Chihuahua_Shorthair/Dachshund,Dog,02-18,0.0,0.0
3239,Chihuahua_Shorthair/Dachshund,Dog,02-19,0.0,0.0
3306,Chihuahua_Shorthair/Dachshund,Dog,02-20,0.0,0.0
3373,Chihuahua_Shorthair/Dachshund,Dog,02-21,0.0,0.0
3440,Chihuahua_Shorthair/Dachshund,Dog,02-22,0.0,0.0
3507,Chihuahua_Shorthair/Dachshund,Dog,02-23,0.0,0.0
3574,Chihuahua_Shorthair/Dachshund,Dog,02-24,36480.0,2.0
3641,Chihuahua_Shorthair/Dachshund,Dog,02-25,0.0,0.0
3708,Chihuahua_Shorthair/Dachshund,Dog,02-26,0.0,0.0
3775,Chihuahua_Shorthair/Dachshund,Dog,02-27,0.0,0.0
3842,Chihuahua_Shorthair/Dachshund,Dog,03-01,0.0,0.0
3909,Chihuahua_Shorthair/Dachshund,Dog,03-02,0.0,0.0
3976,Chihuahua_Shorthair/Dachshund,Dog,03-03,0.0,0.0
4043,Chihuahua_Shorthair/Dachshund,Dog,03-07,0.0,0.0
4110,Chihuahua_Shorthair/Dachshund,Dog,03-30,0.0,0.0
24,Chihuahua_Shorthair_Mix,Dog,01-01,0.0,0.0
91,Chihuahua_Shorthair_Mix,Dog,01-02,89891.0,1.0
158,Chihuahua_Shorthair_Mix,Dog,01-03,45090.0,2.0
225,Chihuahua_Shorthair_Mix,Dog,01-04,0.0,0.0
292,Chihuahua_Shorthair_Mix,Dog,01-05,0.0,0.0
359,Chihuahua_Shorthair_Mix,Dog,01-06,0.0,0.0
426,Chihuahua_Shorthair_Mix,Dog,01-07,26646.0,4.0
493,Chihuahua_Shorthair_Mix,Dog,01-08,36641.0,5.0
560,Chihuahua_Shorthair_Mix,Dog,01-09,0.0,0.0
627,Chihuahua_Shorthair_Mix,Dog,01-10,0.0,0.0
694,Chihuahua_Shorthair_Mix,Dog,01-11,57710.0,6.0
761,Chihuahua_Shorthair_Mix,Dog,01-12,25369.0,7.0
828,Chihuahua_Shorthair_Mix,Dog,01-13,0.0,0.0
895,Chihuahua_Shorthair_Mix,Dog,01-14,0.0,0.0
962,Chihuahua_Shorthair_Mix,Dog,01-15,36641.0,10.0
1029,Chihuahua_Shorthair_Mix,Dog,01-16,0.0,0.0
1096,Chihuahua_Shorthair_Mix,Dog,01-17,0.0,0.0
1163,Chihuahua_Shorthair_Mix,Dog,01-19,0.0,0.0
1230,Chihuahua_Shorthair_Mix,Dog,01-20,0.0,0.0
1297,Chihuahua_Shorthair_Mix,Dog,01-21,0.0,0.0
1364,Chihuahua_Shorthair_Mix,Dog,01-22,0.0,0.0
1431,Chihuahua_Shorthair_Mix,Dog,01-23,0.0,0.0
1498,Chihuahua_Shorthair_Mix,Dog,01-24,0.0,0.0
1565,Chihuahua_Shorthair_Mix,Dog,01-25,0.0,0.0
1632,Chihuahua_Shorthair_Mix,Dog,01-26,0.0,0.0
1699,Chihuahua_Shorthair_Mix,Dog,01-27,0.0,0.0
1766,Chihuahua_Shorthair_Mix,Dog,01-28,0.0,0.0
1833,Chihuahua_Shorthair_Mix,Dog,01-29,0.0,0.0
1900,Chihuahua_Shorthair_Mix,Dog,01-30,0.0,0.0
1967,Chihuahua_Shorthair_Mix,Dog,01-31,0.0,0.0
2034,Chihuahua_Shorthair_Mix,Dog,02-01,0.0,0.0
2101,Chihuahua_Shorthair_Mix,Dog,02-02,0.0,0.0
2168,Chihuahua_Shorthair_Mix,Dog,02-03,0.0,0.0
2235,Chihuahua_Shorthair_Mix,Dog,02-04,0.0,0.0
2302,Chihuahua_Shorthair_Mix,Dog,02-05,0.0,0.0
2369,Chihuahua_Shorthair_Mix,Dog,02-06,23348.0,11.0
2436,Chihuahua_Shorthair_Mix,Dog,02-07,0.0,0.0
2503,Chihuahua_Shorthair_Mix,Dog,02-08,0.0,0.0
2570,Chihuahua_Shorthair_Mix,Dog,02-09,0.0,0.0
2637,Chihuahua_Shorthair_Mix,Dog,02-10,0.0,0.0
2704,Chihuahua_Shorthair_Mix,Dog,02-11,0.0,0.0
2771,Chihuahua_Shorthair_Mix,Dog,02-12,0.0,0.0
2838,Chihuahua_Shorthair_Mix,Dog,02-13,0.0,0.0
2905,Chihuahua_Shorthair_Mix,Dog,02-14,0.0,0.0
2972,Chihuahua_Shorthair_Mix,Dog,02-15,0.0,0.0
3039,Chihuahua_Shorthair_Mix,Dog,02-16,0.0,0.0
3106,Chihuahua_Shorthair_Mix,Dog,02-17,0.0,0.0
3173,Chihuahua_Shorthair_Mix,Dog,02-18,0.0,0.0
3240,Chihuahua_Shorthair_Mix,Dog,02-19,0.0,0.0
3307,Chihuahua_Shorthair_Mix,Dog,02-20,0.0,0.0
3374,Chihuahua_Shorthair_Mix,Dog,02-21,0.0,0.0
3441,Chihuahua_Shorthair_Mix,Dog,02-22,26646.0,13.0
3508,Chihuahua_Shorthair_Mix,Dog,02-23,0.0,0.0
3575,Chihuahua_Shorthair_Mix,Dog,02-24,0.0,0.0
3642,Chihuahua_Shorthair_Mix,Dog,02-25,0.0,0.0
3709,Chihuahua_Shorthair_Mix,Dog,02-26,36978.0,14.0
3776,Chihuahua_Shorthair_Mix,Dog,02-27,0.0,0.0
3843,Chihuahua_Shorthair_Mix,Dog,03-01,0.0,0.0
3910,Chihuahua_Shorthair_Mix,Dog,03-02,23348.0,15.0
3977,Chihuahua_Shorthair_Mix,Dog,03-03,60861.0,16.0
4044,Chihuahua_Shorthair_Mix,Dog,03-07,0.0,0.0
4111,Chihuahua_Shorthair_Mix,Dog,03-30,0.0,0.0
25,Chinese_Sharpei_Mix,Dog,01-01,0.0,0.0
92,Chinese_Sharpei_Mix,Dog,01-02,0.0,0.0
159,Chinese_Sharpei_Mix,Dog,01-03,0.0,0.0
226,Chinese_Sharpei_Mix,Dog,01-04,0.0,0.0
293,Chinese_Sharpei_Mix,Dog,01-05,0.0,0.0
360,Chinese_Sharpei_Mix,Dog,01-06,0.0,0.0
427,Chinese_Sharpei_Mix,Dog,01-07,0.0,0.0
494,Chinese_Sharpei_Mix,Dog,01-08,0.0,0.0
561,Chinese_Sharpei_Mix,Dog,01-09,0.0,0.0
628,Chinese_Sharpei_Mix,Dog,01-10,0.0,0.0
695,Chinese_Sharpei_Mix,Dog,01-11,23348.0,1.0
762,Chinese_Sharpei_Mix,Dog,01-12,0.0,0.0
829,Chinese_Sharpei_Mix,Dog,01-13,0.0,0.0
896,Chinese_Sharpei_Mix,Dog,01-14,0.0,0.0
963,Chinese_Sharpei_Mix,Dog,01-15,0.0,0.0
1030,Chinese_Sharpei_Mix,Dog,01-16,0.0,0.0
1097,Chinese_Sharpei_Mix,Dog,01-17,0.0,0.0
1164,Chinese_Sharpei_Mix,Dog,01-19,0.0,0.0
1231,Chinese_Sharpei_Mix,Dog,01-20,0.0,0.0
1298,Chinese_Sharpei_Mix,Dog,01-21,0.0,0.0
1365,Chinese_Sharpei_Mix,Dog,01-22,0.0,0.0
1432,Chinese_Sharpei_Mix,Dog,01-23,0.0,0.0
1499,Chinese_Sharpei_Mix,Dog,01-24,0.0,0.0
1566,Chinese_Sharpei_Mix,Dog,01-25,0.0,0.0
1633,Chinese_Sharpei_Mix,Dog,01-26,0.0,0.0
1700,Chinese_Sharpei_Mix,Dog,01-27,0.0,0.0
1767,Chinese_Sharpei_Mix,Dog,01-28,0.0,0.0
1834,Chinese_Sharpei_Mix,Dog,01-29,0.0,0.0
1901,Chinese_Sharpei_Mix,Dog,01-30,0.0,0.0
1968,Chinese_Sharpei_Mix,Dog,01-31,0.0,0.0
2035,Chinese_Sharpei_Mix,Dog,02-01,0.0,0.0
2102,Chinese_Sharpei_Mix,Dog,02-02,0.0,0.0
2169,Chinese_Sharpei_Mix,Dog,02-03,0.0,0.0
2236,Chinese_Sharpei_Mix,Dog,02-04,0.0,0.0
2303,Chinese_Sharpei_Mix,Dog,02-05,0.0,0.0
2370,Chinese_Sharpei_Mix,Dog,02-06,0.0,0.0
2437,Chinese_Sharpei_Mix,Dog,02-07,0.0,0.0
2504,Chinese_Sharpei_Mix,Dog,02-08,0.0,0.0
2571,Chinese_Sharpei_Mix,Dog,02-09,0.0,0.0
2638,Chinese_Sharpei_Mix,Dog,02-10,0.0,0.0
2705,Chinese_Sharpei_Mix,Dog,02-11,0.0,0.0
2772,Chinese_Sharpei_Mix,Dog,02-12,0.0,0.0
2839,Chinese_Sharpei_Mix,Dog,02-13,0.0,0.0
2906,Chinese_Sharpei_Mix,Dog,02-14,0.0,0.0
2973,Chinese_Sharpei_Mix,Dog,02-15,0.0,0.0
3040,Chinese_Sharpei_Mix,Dog,02-16,0.0,0.0
3107,Chinese_Sharpei_Mix,Dog,02-17,0.0,0.0
3174,Chinese_Sharpei_Mix,Dog,02-18,0.0,0.0
3241,Chinese_Sharpei_Mix,Dog,02-19,0.0,0.0
3308,Chinese_Sharpei_Mix,Dog,02-20,0.0,0.0
3375,Chinese_Sharpei_Mix,Dog,02-21,0.0,0.0
3442,Chinese_Sharpei_Mix,Dog,02-22,0.0,0.0
3509,Chinese_Sharpei_Mix,Dog,02-23,0.0,0.0
3576,Chinese_Sharpei_Mix,Dog,02-24,0.0,0.0
3643,Chinese_Sharpei_Mix,Dog,02-25,0.0,0.0
3710,Chinese_Sharpei_Mix,Dog,02-26,0.0,0.0
3777,Chinese_Sharpei_Mix,Dog,02-27,0.0,0.0
3844,Chinese_Sharpei_Mix,Dog,03-01,0.0,0.0
3911,Chinese_Sharpei_Mix,Dog,03-02,0.0,0.0
3978,Chinese_Sharpei_Mix,Dog,03-03,0.0,0.0
4045,Chinese_Sharpei_Mix,Dog,03-07,0.0,0.0
4112,Chinese_Sharpei_Mix,Dog,03-30,0.0,0.0
26,Cocker_Spaniel,Dog,01-01,0.0,0.0
93,Cocker_Spaniel,Dog,01-02,0.0,0.0
160,Cocker_Spaniel,Dog,01-03,0.0,0.0
227,Cocker_Spaniel,Dog,01-04,0.0,0.0
294,Cocker_Spaniel,Dog,01-05,0.0,0.0
361,Cocker_Spaniel,Dog,01-06,0.0,0.0
428,Cocker_Spaniel,Dog,01-07,0.0,0.0
495,Cocker_Spaniel,Dog,01-08,0.0,0.0
562,Cocker_Spaniel,Dog,01-09,0.0,0.0
629,Cocker_Spaniel,Dog,01-10,0.0,0.0
696,Cocker_Spaniel,Dog,01-11,0.0,0.0
763,Cocker_Spaniel,Dog,01-12,0.0,0.0
830,Cocker_Spaniel,Dog,01-13,0.0,0.0
897,Cocker_Spaniel,Dog,01-14,0.0,0.0
964,Cocker_Spaniel,Dog,01-15,0.0,0.0
1031,Cocker_Spaniel,Dog,01-16,0.0,0.0
1098,Cocker_Spaniel,Dog,01-17,0.0,0.0
1165,Cocker_Spaniel,Dog,01-19,0.0,0.0
1232,Cocker_Spaniel,Dog,01-20,0.0,0.0
1299,Cocker_Spaniel,Dog,01-21,0.0,0.0
1366,Cocker_Spaniel,Dog,01-22,0.0,0.0
1433,Cocker_Spaniel,Dog,01-23,0.0,0.0
1500,Cocker_Spaniel,Dog,01-24,0.0,0.0
1567,Cocker_Spaniel,Dog,01-25,0.0,0.0
1634,Cocker_Spaniel,Dog,01-26,0.0,0.0
1701,Cocker_Spaniel,Dog,01-27,0.0,0.0
1768,Cocker_Spaniel,Dog,01-28,0.0,0.0
1835,Cocker_Spaniel,Dog,01-29,38206.0,1.0
1902,Cocker_Spaniel,Dog,01-30,0.0,0.0
1969,Cocker_Spaniel,Dog,01-31,0.0,0.0
2036,Cocker_Spaniel,Dog,02-01,0.0,0.0
2103,Cocker_Spaniel,Dog,02-02,0.0,0.0
2170,Cocker_Spaniel,Dog,02-03,0.0,0.0
2237,Cocker_Spaniel,Dog,02-04,0.0,0.0
2304,Cocker_Spaniel,Dog,02-05,0.0,0.0
2371,Cocker_Spaniel,Dog,02-06,0.0,0.0
2438,Cocker_Spaniel,Dog,02-07,0.0,0.0
2505,Cocker_Spaniel,Dog,02-08,0.0,0.0
2572,Cocker_Spaniel,Dog,02-09,0.0,0.0
2639,Cocker_Spaniel,Dog,02-10,0.0,0.0
2706,Cocker_Spaniel,Dog,02-11,0.0,0.0
2773,Cocker_Spaniel,Dog,02-12,0.0,0.0
2840,Cocker_Spaniel,Dog,02-13,0.0,0.0
2907,Cocker_Spaniel,Dog,02-14,0.0,0.0
2974,Cocker_Spaniel,Dog,02-15,0.0,0.0
3041,Cocker_Spaniel,Dog,02-16,0.0,0.0
3108,Cocker_Spaniel,Dog,02-17,0.0,0.0
3175,Cocker_Spaniel,Dog,02-18,0.0,0.0
3242,Cocker_Spaniel,Dog,02-19,0.0,0.0
3309,Cocker_Spaniel,Dog,02-20,0.0,0.0
3376,Cocker_Spaniel,Dog,02-21,0.0,0.0
3443,Cocker_Spaniel,Dog,02-22,0.0,0.0
3510,Cocker_Spaniel,Dog,02-23,0.0,0.0
3577,Cocker_Spaniel,Dog,02-24,0.0,0.0
3644,Cocker_Spaniel,Dog,02-25,0.0,0.0
3711,Cocker_Spaniel,Dog,02-26,0.0,0.0
3778,Cocker_Spaniel,Dog,02-27,0.0,0.0
3845,Cocker_Spaniel,Dog,03-01,0.0,0.0
3912,Cocker_Spaniel,Dog,03-02,0.0,0.0
3979,Cocker_Spaniel,Dog,03-03,0.0,0.0
4046,Cocker_Spaniel,Dog,03-07,0.0,0.0
4113,Cocker_Spaniel,Dog,03-30,0.0,0.0
27,Coyote,Other,01-01,0.0,0.0
94,Coyote,Other,01-02,0.0,0.0
161,Coyote,Other,01-03,0.0,0.0
228,Coyote,Other,01-04,0.0,0.0
295,Coyote,Other,01-05,0.0,0.0
362,Coyote,Other,01-06,0.0,0.0
429,Coyote,Other,01-07,0.0,0.0
496,Coyote,Other,01-08,0.0,0.0
563,Coyote,Other,01-09,0.0,0.0
630,Coyote,Other,01-10,0.0,0.0
697,Coyote,Other,01-11,0.0,0.0
764,Coyote,Other,01-12,0.0,0.0
831,Coyote,Other,01-13,0.0,0.0
898,Coyote,Other,01-14,0.0,0.0
965,Coyote,Other,01-15,0.0,0.0
1032,Coyote,Other,01-16,0.0,0.0
1099,Coyote,Other,01-17,0.0,0.0
1166,Coyote,Other,01-19,0.0,0.0
1233,Coyote,Other,01-20,0.0,0.0
1300,Coyote,Other,01-21,38256.0,1.0
1367,Coyote,Other,01-22,0.0,0.0
1434,Coyote,Other,01-23,0.0,0.0
1501,Coyote,Other,01-24,0.0,0.0
1568,Coyote,Other,01-25,0.0,0.0
1635,Coyote,Other,01-26,0.0,0.0
1702,Coyote,Other,01-27,0.0,0.0
1769,Coyote,Other,01-28,0.0,0.0
1836,Coyote,Other,01-29,0.0,0.0
1903,Coyote,Other,01-30,0.0,0.0
1970,Coyote,Other,01-31,0.0,0.0
2037,Coyote,Other,02-01,0.0,0.0
2104,Coyote,Other,02-02,0.0,0.0
2171,Coyote,Other,02-03,0.0,0.0
2238,Coyote,Other,02-04,0.0,0.0
2305,Coyote,Other,02-05,0.0,0.0
2372,Coyote,Other,02-06,0.0,0.0
2439,Coyote,Other,02-07,0.0,0.0
2506,Coyote,Other,02-08,0.0,0.0
2573,Coyote,Other,02-09,0.0,0.0
2640,Coyote,Other,02-10,0.0,0.0
2707,Coyote,Other,02-11,0.0,0.0
2774,Coyote,Other,02-12,0.0,0.0
2841,Coyote,Other,02-13,0.0,0.0
2908,Coyote,Other,02-14,0.0,0.0
2975,Coyote,Other,02-15,0.0,0.0
3042,Coyote,Other,02-16,0.0,0.0
3109,Coyote,Other,02-17,0.0,0.0
3176,Coyote,Other,02-18,0.0,0.0
3243,Coyote,Other,02-19,0.0,0.0
3310,Coyote,Other,02-20,0.0,0.0
3377,Coyote,Other,02-21,0.0,0.0
3444,Coyote,Other,02-22,0.0,0.0
3511,Coyote,Other,02-23,0.0,0.0
3578,Coyote,Other,02-24,0.0,0.0
3645,Coyote,Other,02-25,0.0,0.0
3712,Coyote,Other,02-26,0.0,0.0
3779,Coyote,Other,02-27,0.0,0.0
3846,Coyote,Other,03-01,0.0,0.0
3913,Coyote,Other,03-02,0.0,0.0
3980,Coyote,Other,03-03,0.0,0.0
4047,Coyote,Other,03-07,0.0,0.0
4114,Coyote,Other,03-30,0.0,0.0
28,Dachshund_Mix,Dog,01-01,0.0,0.0
95,Dachshund_Mix,Dog,01-02,0.0,0.0
162,Dachshund_Mix,Dog,01-03,0.0,0.0
229,Dachshund_Mix,Dog,01-04,0.0,0.0
296,Dachshund_Mix,Dog,01-05,0.0,0.0
363,Dachshund_Mix,Dog,01-06,0.0,0.0
430,Dachshund_Mix,Dog,01-07,0.0,0.0
497,Dachshund_Mix,Dog,01-08,38206.0,1.0
564,Dachshund_Mix,Dog,01-09,0.0,0.0
631,Dachshund_Mix,Dog,01-10,0.0,0.0
698,Dachshund_Mix,Dog,01-11,0.0,0.0
765,Dachshund_Mix,Dog,01-12,0.0,0.0
832,Dachshund_Mix,Dog,01-13,0.0,0.0
899,Dachshund_Mix,Dog,01-14,38256.0,2.0
